sid,habitat,lifeform
3503,W,Phanerophyte
3504,G,Hemicryptophyte
3505,P,Therophyte
3506,P,Therophyte
3507,P,Therophyte
3508,A,Aquatic
3509,R,Therophyte
3510,A,Therophyte
3510,P,Therophyte
3511,A,Therophyte
3512,A,Hemicryptophyte
3512,W,Hemicryptophyte
3513,A,Geophyte (Cryptophyte)
3514,G,Therophyte
3514,H,Therophyte
3514,R,Therophyte
3515,W,Hemicryptophyte
3516,R,Hemicryptophyte
3517,A,Therophyte
3517,M,Therophyte
3518,A,Therophyte
3518,M,Therophyte
3519,M,Therophyte
3519,R,Therophyte
3520,M,Therophyte
3520,R,Therophyte
3521,R,Therophyte
3522,R,Therophyte
3523,A,Hemicryptophyte
3523,R,Hemicryptophyte
3524,R,Therophyte
3525,R,Therophyte
3526,M,Therophyte
3527,R,Therophyte
3528,C,Therophyte
3528,G,Therophyte
3530,H,Geophyte (Cryptophyte)
3531,W,Phanerophyte
3532,P,Geophyte (Cryptophyte)
3533,P,Geophyte (Cryptophyte)
3535,A,Aquatic
3537,G,Hemicryptophyte
3537,W,Hemicryptophyte
3538,P,Therophyte
3539,M,Hemicryptophyte
3540,G,Hemicryptophyte
3542,C,Hemicryptophyte
3544,M,Hemicryptophyte
3545,P,Therophyte
3546,P,Hemicryptophyte
3547,R,Therophyte
3548,R,Therophyte
3549,R,Therophyte
3550,R,Therophyte
3551,R,Therophyte
3552,R,Therophyte
3553,R,Therophyte
3554,M,Therophyte
3555,C,Chamaephyte
3556,C,Chamaephyte
3557,C,Chamaephyte
3558,C,Chamaephyte
3559,W,Hemicryptophyte
3560,C,Hemicryptophyte
3560,W,Hemicryptophyte
3561,W,Hemicryptophyte
3562,G,Hemicryptophyte
3563,G,Hemicryptophyte
3564,G,Hemicryptophyte
3564,H,Hemicryptophyte
3565,C,Hemicryptophyte
3566,G,Hemicryptophyte
3567,C,Hemicryptophyte
3568,P,Hemicryptophyte
3569,P,Hemicryptophyte
3569,W,Hemicryptophyte
3570,C,Chamaephyte
3570,H,Chamaephyte
3570,P,Chamaephyte
3570,W,Chamaephyte
3571,P,Chamaephyte
3571,W,Chamaephyte
3572,C,Chamaephyte
3572,P,Chamaephyte
3573,H,Chamaephyte
3574,C,Hemicryptophyte
3578,W,Hemicryptophyte
3579,W,Hemicryptophyte
3580,C,Chamaephyte
3581,H,Chamaephyte
3581,P,Chamaephyte
3582,H,Hemicryptophyte
3583,H,Hemicryptophyte
3584,A,Hemicryptophyte
3585,A,Hemicryptophyte
3586,W,Hemicryptophyte
3587,C,Hemicryptophyte
3587,W,Hemicryptophyte
3588,G,Hemicryptophyte
3588,H,Hemicryptophyte
3589,P,Hemicryptophyte
3589,R,Hemicryptophyte
3590,G,Hemicryptophyte
3590,R,Hemicryptophyte
3591,R,Hemicryptophyte
3592,G,Hemicryptophyte
3593,G,Hemicryptophyte
3593,H,Hemicryptophyte
3594,G,Hemicryptophyte
3594,H,Hemicryptophyte
3595,G,Hemicryptophyte
3596,G,Hemicryptophyte
3596,W,Hemicryptophyte
3597,C,Hemicryptophyte
3598,A,Hemicryptophyte
3599,P,Hemicryptophyte
3600,H,Hemicryptophyte
3600,P,Hemicryptophyte
3601,R,Geophyte (Cryptophyte)
3602,H,Hemicryptophyte
3603,W,Hemicryptophyte
3604,H,Hemicryptophyte
3604,W,Hemicryptophyte
3605,P,Therophyte
3606,G,Hemicryptophyte
3606,P,Hemicryptophyte
3607,G,Therophyte
3607,P,Therophyte
3608,G,Hemicryptophyte
3608,H,Hemicryptophyte
3609,G,Hemicryptophyte
3610,H,Hemicryptophyte
3611,W,Geophyte (Cryptophyte)
3612,C,Hemicryptophyte
3613,C,Hemicryptophyte
3614,P,Therophyte
3614,R,Therophyte
3615,G,Hemicryptophyte
3615,P,Hemicryptophyte
3616,H,Hemicryptophyte
3617,C,Chamaephyte
3618,H,Chamaephyte
3619,G,Chamaephyte
3619,H,Chamaephyte
3620,C,Therophyte
3620,W,Therophyte
3621,R,Hemicryptophyte
3622,W,Phanerophyte
3623,A,Therophyte
3624,R,Therophyte
3625,W,Therophyte
3626,A,Geophyte (Cryptophyte)
3626,M,Geophyte (Cryptophyte)
3627,W,Hemicryptophyte
3628,A,Hemicryptophyte
3629,C,Hemicryptophyte
3630,C,Hemicryptophyte
3631,C,Hemicryptophyte
3632,C,Hemicryptophyte
3633,R,Hemicryptophyte
3633,W,Hemicryptophyte
3634,G,Hemicryptophyte
3635,G,Hemicryptophyte
3636,A,Hemicryptophyte
3636,W,Hemicryptophyte
3637,G,Hemicryptophyte
3637,H,Hemicryptophyte
3638,G,Hemicryptophyte
3639,G,Hemicryptophyte
3639,W,Hemicryptophyte
3640,G,Hemicryptophyte
3640,W,Hemicryptophyte
3641,G,Hemicryptophyte
3642,C,Hemicryptophyte
3643,C,Hemicryptophyte
3643,G,Hemicryptophyte
3643,P,Hemicryptophyte
3644,C,Hemicryptophyte
3644,G,Hemicryptophyte
3645,C,Hemicryptophyte
3646,C,Hemicryptophyte
3646,P,Hemicryptophyte
3647,C,Hemicryptophyte
3647,G,Hemicryptophyte
3648,C,Hemicryptophyte
3649,R,Therophyte
3650,M,Geophyte (Cryptophyte)
3651,R,Geophyte (Cryptophyte)
3652,R,Therophyte
3653,A,Hemicryptophyte
3654,R,Geophyte (Cryptophyte)
3655,G,Geophyte (Cryptophyte)
3656,R,Geophyte (Cryptophyte)
3657,G,Geophyte (Cryptophyte)
3658,A,Geophyte (Cryptophyte)
3659,P,Geophyte (Cryptophyte)
3660,A,Geophyte (Cryptophyte)
3661,G,Geophyte (Cryptophyte)
3661,H,Geophyte (Cryptophyte)
3662,G,Geophyte (Cryptophyte)
3663,G,Geophyte (Cryptophyte)
3664,R,Geophyte (Cryptophyte)
3665,P,Geophyte (Cryptophyte)
3665,W,Geophyte (Cryptophyte)
3666,P,Geophyte (Cryptophyte)
3666,W,Geophyte (Cryptophyte)
3667,P,Geophyte (Cryptophyte)
3667,W,Geophyte (Cryptophyte)
3668,H,Geophyte (Cryptophyte)
3669,G,Hemicryptophyte
3670,H,Therophyte
3671,R,Therophyte
3672,G,Hemicryptophyte
3672,R,Hemicryptophyte
3673,R,Hemicryptophyte
3674,P,Hemicryptophyte
3674,R,Hemicryptophyte
3675,G,Hemicryptophyte
3676,A,Geophyte (Cryptophyte)
3677,A,Aquatic
3678,A,Geophyte (Cryptophyte)
3679,A,Geophyte (Cryptophyte)
3682,H,Chamaephyte
3683,W,Chamaephyte
3684,W,Chamaephyte
3685,R,Hemicryptophyte
3686,C,Chamaephyte
3687,C,Chamaephyte
3687,M,Chamaephyte
3687,R,Chamaephyte
3688,C,Chamaephyte
3688,M,Chamaephyte
3688,R,Chamaephyte
3689,C,Chamaephyte
3689,M,Chamaephyte
3689,R,Chamaephyte
3690,W,Hemicryptophyte
3692,A,Hemicryptophyte
3693,G,Hemicryptophyte
3693,R,Hemicryptophyte
3694,C,Hemicryptophyte
3695,G,Hemicryptophyte
3696,H,Hemicryptophyte
3697,W,Phanerophyte
3699,C,Hemicryptophyte
3700,G,Hemicryptophyte
3700,W,Hemicryptophyte
3701,W,Phanerophyte
3702,A,Geophyte (Cryptophyte)
3703,A,Hemicryptophyte
3703,M,Hemicryptophyte
3704,A,Hemicryptophyte
3704,M,Hemicryptophyte
3705,A,Geophyte (Cryptophyte)
3705,H,Geophyte (Cryptophyte)
3706,A,Geophyte (Cryptophyte)
3706,H,Geophyte (Cryptophyte)
3707,A,Geophyte (Cryptophyte)
3708,A,Geophyte (Cryptophyte)
3709,A,Geophyte (Cryptophyte)
3710,A,Therophyte
3710,R,Therophyte
3711,A,Therophyte
3713,A,Hemicryptophyte
3715,A,Geophyte (Cryptophyte)
3716,A,Geophyte (Cryptophyte)
3717,A,Geophyte (Cryptophyte)
3718,A,Geophyte (Cryptophyte)
3719,A,Geophyte (Cryptophyte)
3722,A,Hemicryptophyte
3722,M,Hemicryptophyte
3723,A,Hemicryptophyte
3723,M,Hemicryptophyte
3724,A,Therophyte
3724,R,Therophyte
3726,A,Hemicryptophyte
3726,M,Hemicryptophyte
3727,A,Geophyte (Cryptophyte)
3727,M,Geophyte (Cryptophyte)
3728,A,Therophyte
3728,P,Therophyte
3729,A,Hemicryptophyte
3730,A,Hemicryptophyte
3731,A,Geophyte (Cryptophyte)
3732,A,Geophyte (Cryptophyte)
3733,A,Hemicryptophyte
3733,M,Hemicryptophyte
3734,A,Therophyte
3735,A,Hemicryptophyte
3735,R,Hemicryptophyte
3736,A,Geophyte (Cryptophyte)
3737,H,Geophyte (Cryptophyte)
3738,G,Phanerophyte
3738,H,Phanerophyte
3738,W,Phanerophyte
3739,G,Phanerophyte
3739,W,Phanerophyte
3740,G,Phanerophyte
3740,H,Phanerophyte
3741,H,Phanerophyte
3742,W,Phanerophyte
3743,H,Phanerophyte
3743,W,Phanerophyte
3744,H,Phanerophyte
3744,W,Phanerophyte
3745,M,Phanerophyte
3746,W,Phanerophyte
3747,W,Phanerophyte
3748,H,Phanerophyte
3749,P,Phanerophyte
3749,W,Phanerophyte
3750,G,Hemicryptophyte
3751,G,Hemicryptophyte
3752,G,Hemicryptophyte
3753,G,Hemicryptophyte
3754,G,Hemicryptophyte
3755,H,Hemicryptophyte
3758,C,Hemicryptophyte
3759,P,Hemicryptophyte
3759,R,Hemicryptophyte
3760,P,Hemicryptophyte
3760,R,Hemicryptophyte
3761,P,Hemicryptophyte
3761,R,Hemicryptophyte
3762,R,Therophyte
3763,R,Therophyte
3764,R,Therophyte
3765,R,Therophyte
3766,R,Therophyte
3767,R,Therophyte
3768,C,Hemicryptophyte
3768,P,Hemicryptophyte
3769,C,Hemicryptophyte
3769,P,Hemicryptophyte
3770,G,Hemicryptophyte
3771,G,Hemicryptophyte
3771,H,Hemicryptophyte
3772,G,Hemicryptophyte
3773,R,Therophyte
3774,W,Hemicryptophyte
3775,W,Hemicryptophyte
3776,W,Hemicryptophyte
3777,P,Therophyte
3777,R,Therophyte
3778,P,Therophyte
3778,R,Therophyte
3779,P,Therophyte
3779,R,Therophyte
3780,P,Therophyte
3780,R,Therophyte
3781,H,Hemicryptophyte
3782,G,Hemicryptophyte
3783,G,Hemicryptophyte
3783,H,Hemicryptophyte
3784,G,Hemicryptophyte
3785,R,Therophyte
3787,G,Hemicryptophyte
3787,H,Hemicryptophyte
3788,G,Hemicryptophyte
3789,G,Geophyte (Cryptophyte)
3790,G,Geophyte (Cryptophyte)
3791,P,Hemicryptophyte
3791,R,Hemicryptophyte
3792,W,Phanerophyte
3793,C,Chamaephyte
3794,R,Hemicryptophyte
3795,H,Hemicryptophyte
3796,A,Hemicryptophyte
3796,W,Hemicryptophyte
3797,W,Hemicryptophyte
3798,G,Hemicryptophyte
3798,P,Hemicryptophyte
3799,G,Hemicryptophyte
3799,H,Hemicryptophyte
3800,W,Hemicryptophyte
3801,A,Hemicryptophyte
3801,W,Hemicryptophyte
3802,G,Hemicryptophyte
3806,G,Hemicryptophyte
3806,P,Hemicryptophyte
3807,G,Hemicryptophyte
3808,G,Hemicryptophyte
3809,G,Hemicryptophyte
3810,R,Therophyte
3811,P,Therophyte
3812,P,Therophyte
3812,R,Therophyte
3813,P,Therophyte
3814,P,Therophyte
3814,R,Therophyte
3815,P,Therophyte
3816,R,Therophyte
3817,R,Therophyte
3818,H,Therophyte
3818,R,Therophyte
3818,W,Therophyte
3819,H,Therophyte
3819,W,Therophyte
3820,R,Therophyte
3821,G,Hemicryptophyte
3821,H,Hemicryptophyte
3821,W,Hemicryptophyte
3822,G,Hemicryptophyte
3822,H,Hemicryptophyte
3823,H,Hemicryptophyte
3824,H,Hemicryptophyte
3825,H,Hemicryptophyte
3825,W,Hemicryptophyte
3826,R,Therophyte
3827,P,Therophyte
3828,H,Hemicryptophyte
3828,R,Hemicryptophyte
3828,W,Hemicryptophyte
3829,R,Therophyte
3830,R,Therophyte
3831,C,Geophyte (Cryptophyte)
3832,P,Hemicryptophyte
3832,W,Hemicryptophyte
3834,A,Phanerophyte
3834,R,Phanerophyte
3837,W,Hemicryptophyte
3838,W,Hemicryptophyte
3839,W,Hemicryptophyte
3840,W,Hemicryptophyte
3842,G,Hemicryptophyte
3842,H,Hemicryptophyte
3843,G,Hemicryptophyte
3843,H,Hemicryptophyte
3844,G,Hemicryptophyte
3844,H,Hemicryptophyte
3845,W,Hemicryptophyte
3846,W,Hemicryptophyte
3847,W,Hemicryptophyte
3848,W,Hemicryptophyte
3849,P,Therophyte
3850,P,Therophyte
3850,R,Therophyte
3851,R,Therophyte
3852,R,Therophyte
3853,W,Hemicryptophyte
3854,P,Therophyte
3855,R,Therophyte
3856,P,Therophyte
3856,R,Therophyte
3857,G,Hemicryptophyte
3857,W,Hemicryptophyte
3858,R,Therophyte
3859,R,Hemicryptophyte
3859,W,Hemicryptophyte
3860,R,Therophyte
3861,R,Therophyte
3862,R,Therophyte
3863,G,Hemicryptophyte
3864,G,Hemicryptophyte
3865,W,Hemicryptophyte
3866,A,Hemicryptophyte
3867,W,Hemicryptophyte
3868,G,Therophyte
3869,R,Therophyte
3871,H,Hemicryptophyte
3872,A,Hemicryptophyte
3872,G,Hemicryptophyte
3873,A,Hemicryptophyte
3873,G,Hemicryptophyte
3873,W,Hemicryptophyte
3874,R,Therophyte
3875,P,Therophyte
3876,P,Therophyte
3876,R,Therophyte
3877,P,Therophyte
3877,R,Therophyte
3878,G,Hemicryptophyte
3878,W,Hemicryptophyte
3880,W,Hemicryptophyte
3881,W,Phanerophyte
3884,P,Phanerophyte
3885,P,Phanerophyte
3886,P,Phanerophyte
3887,R,Geophyte (Cryptophyte)
3888,A,Geophyte (Cryptophyte)
3889,G,Therophyte
3889,R,Therophyte
3890,P,Therophyte
3890,R,Therophyte
3891,P,Therophyte
3891,R,Therophyte
3892,M,Therophyte
3893,R,Therophyte
3894,A,Aquatic
3895,A,Aquatic
3896,A,Aquatic
3897,A,Aquatic
3898,A,Aquatic
3899,R,Therophyte
3900,P,Therophyte
3901,P,Therophyte
3902,P,Therophyte
3903,P,Therophyte
3903,W,Therophyte
3904,R,Hemicryptophyte
3905,H,Hemicryptophyte
3905,G,Hemicryptophyte
3906,G,Hemicryptophyte
3906,H,Hemicryptophyte
3907,G,Hemicryptophyte
3907,H,Hemicryptophyte
3908,G,Hemicryptophyte
3909,C,Hemicryptophyte
3910,G,Hemicryptophyte
3910,H,Hemicryptophyte
3911,G,Hemicryptophyte
3911,H,Hemicryptophyte
3913,P,Hemicryptophyte
3914,R,Hemicryptophyte
3915,R,Hemicryptophyte
3916,R,Therophyte
3917,R,Therophyte
3918,R,Therophyte
3920,R,Hemicryptophyte
3921,G,Hemicryptophyte
3921,H,Hemicryptophyte
3922,G,Hemicryptophyte
3923,H,Hemicryptophyte
3924,A,Hemicryptophyte
3924,R,Hemicryptophyte
3925,R,Therophyte
3926,R,Therophyte
3927,R,Therophyte
3928,R,Therophyte
3929,R,Therophyte
3930,A,Therophyte
3930,R,Therophyte
3931,R,Therophyte
3932,G,Hemicryptophyte
3932,W,Hemicryptophyte
3933,W,Hemicryptophyte
3934,H,Hemicryptophyte
3936,G,Hemicryptophyte
3937,A,Geophyte (Cryptophyte)
3937,W,Geophyte (Cryptophyte)
3938,P,Geophyte (Cryptophyte)
3939,M,Geophyte (Cryptophyte)
3940,M,Geophyte (Cryptophyte)
3941,H,Hemicryptophyte
3942,H,Hemicryptophyte
3943,H,Hemicryptophyte
3944,H,Geophyte (Cryptophyte)
3945,W,Phanerophyte
3946,H,Geophyte (Cryptophyte)
3947,G,Geophyte (Cryptophyte)
3947,W,Geophyte (Cryptophyte)
3948,G,Geophyte (Cryptophyte)
3948,W,Geophyte (Cryptophyte)
3949,H,Geophyte (Cryptophyte)
3950,G,Geophyte (Cryptophyte)
3950,W,Geophyte (Cryptophyte)
3951,G,Geophyte (Cryptophyte)
3951,H,Geophyte (Cryptophyte)
3952,M,Chamaephyte
3953,W,Geophyte (Cryptophyte)
3954,M,Chamaephyte
3955,M,Chamaephyte
3956,M,Chamaephyte
3957,M,Chamaephyte
3958,M,Chamaephyte
3959,M,Chamaephyte
3960,M,Chamaephyte
3961,M,Chamaephyte
3962,M,Chamaephyte
3963,M,Hemicryptophyte
3964,M,Chamaephyte
3965,M,Chamaephyte
3966,M,Chamaephyte
3967,M,Chamaephyte
3968,M,Chamaephyte
3969,M,Chamaephyte
3970,M,Chamaephyte
3971,M,Chamaephyte
3972,M,Chamaephyte
3973,M,Chamaephyte
3974,M,Chamaephyte
3975,M,Chamaephyte
3976,M,Chamaephyte
3977,M,Chamaephyte
3978,C,Chamaephyte
3978,M,Chamaephyte
3979,M,Chamaephyte
3980,M,Chamaephyte
3981,M,Chamaephyte
3982,M,Chamaephyte
3983,M,Chamaephyte
3984,M,Chamaephyte
3985,M,Chamaephyte
3986,M,Therophyte
3986,P,Therophyte
3987,M,Chamaephyte
3988,M,Chamaephyte
3989,M,Chamaephyte
3990,M,Chamaephyte
3991,M,Chamaephyte
3992,M,Chamaephyte
3993,M,Chamaephyte
3994,M,Chamaephyte
3995,M,Chamaephyte
3996,M,Chamaephyte
3997,M,Chamaephyte
3998,M,Chamaephyte
3999,M,Chamaephyte
4000,M,Chamaephyte
4001,M,Chamaephyte
4002,M,Chamaephyte
4003,M,Therophyte
4004,M,Chamaephyte
4005,M,Chamaephyte
4006,M,Chamaephyte
4007,M,Chamaephyte
4008,M,Chamaephyte
4009,M,Hemicryptophyte
4010,M,Hemicryptophyte
4011,M,Chamaephyte
4012,M,Chamaephyte
4013,M,Hemicryptophyte
4014,M,Chamaephyte
4015,M,Chamaephyte
4016,M,Chamaephyte
4017,M,Chamaephyte
4018,M,Chamaephyte
4019,M,Chamaephyte
4020,M,Chamaephyte
4021,M,Hemicryptophyte
4022,M,Chamaephyte
4023,M,Chamaephyte
4024,M,Chamaephyte
4025,M,Chamaephyte
4026,M,Chamaephyte
4027,M,Chamaephyte
4028,M,Chamaephyte
4029,M,Hemicryptophyte
4029,R,Hemicryptophyte
4030,M,Chamaephyte
4031,M,Chamaephyte
4032,M,Chamaephyte
4033,M,Chamaephyte
4034,M,Chamaephyte
4035,M,Chamaephyte
4036,M,Chamaephyte
4037,M,Chamaephyte
4038,M,Chamaephyte
4039,M,Chamaephyte
4040,M,Chamaephyte
4041,M,Chamaephyte
4042,M,Chamaephyte
4043,A,Therophyte
4045,G,Hemicryptophyte
4046,R,Therophyte
4047,G,Hemicryptophyte
4047,R,Hemicryptophyte
4048,G,Hemicryptophyte
4048,R,Hemicryptophyte
4049,G,Hemicryptophyte
4049,R,Hemicryptophyte
4050,G,Hemicryptophyte
4050,R,Hemicryptophyte
4051,R,Therophyte
4052,P,Therophyte
4052,R,Therophyte
4053,G,Hemicryptophyte
4053,H,Hemicryptophyte
4053,R,Hemicryptophyte
4054,G,Therophyte
4054,P,Therophyte
4055,P,Therophyte
4055,R,Therophyte
4056,R,Therophyte
4057,R,Hemicryptophyte
4058,A,Therophyte
4059,A,Therophyte
4060,C,Chamaephyte
4061,G,Hemicryptophyte
4061,H,Hemicryptophyte
4062,G,Chamaephyte
4062,H,Chamaephyte
4063,G,Chamaephyte
4063,H,Chamaephyte
4064,G,Chamaephyte
4064,H,Chamaephyte
4066,G,Chamaephyte
4066,H,Chamaephyte
4067,G,Chamaephyte
4067,H,Chamaephyte
4068,H,Chamaephyte
4070,P,Therophyte
4071,P,Therophyte
4071,R,Therophyte
4072,G,Chamaephyte
4072,H,Chamaephyte
4073,H,Chamaephyte
4074,G,Hemicryptophyte
4074,H,Hemicryptophyte
4074,W,Hemicryptophyte
4075,G,Hemicryptophyte
4075,H,Hemicryptophyte
4075,W,Hemicryptophyte
4076,P,Chamaephyte
4077,C,Chamaephyte
4078,C,Chamaephyte
4079,P,Chamaephyte
4080,G,Hemicryptophyte
4080,H,Hemicryptophyte
4081,G,Hemicryptophyte
4082,H,Hemicryptophyte
4083,G,Hemicryptophyte
4084,P,Chamaephyte
4085,M,Hemicryptophyte
4086,P,Therophyte
4086,R,Therophyte
4087,H,Hemicryptophyte
4088,H,Hemicryptophyte
4089,P,Therophyte
4089,R,Therophyte
4090,P,Therophyte
4090,R,Therophyte
4091,H,Hemicryptophyte
4092,H,Hemicryptophyte
4093,P,Therophyte
4094,P,Therophyte
4095,G,Hemicryptophyte
4095,H,Hemicryptophyte
4096,G,Hemicryptophyte
4097,P,Therophyte
4098,R,Therophyte
4099,P,Therophyte
4099,W,Therophyte
4100,R,Therophyte
4101,W,Phanerophyte
4102,P,Chamaephyte
4102,W,Chamaephyte
4103,C,Phanerophyte
4104,G,Hemicryptophyte
4104,W,Hemicryptophyte
4105,M,Therophyte
4106,R,Therophyte
4107,M,Hemicryptophyte
4107,R,Hemicryptophyte
4109,G,Hemicryptophyte
4109,R,Hemicryptophyte
4110,M,Therophyte
4110,P,Therophyte
4110,R,Therophyte
4111,M,Therophyte
4112,P,Therophyte
4112,R,Therophyte
4113,R,Therophyte
4114,R,Therophyte
4115,C,Chamaephyte
4116,G,Hemicryptophyte
4116,P,Hemicryptophyte
4116,R,Hemicryptophyte
4117,P,Therophyte
4118,C,Chamaephyte
4118,G,Chamaephyte
4119,C,Chamaephyte
4120,G,Chamaephyte
4121,C,Chamaephyte
4122,P,Therophyte
4123,G,Chamaephyte
4124,H,Chamaephyte
4125,W,Therophyte
4126,C,Chamaephyte
4127,C,Chamaephyte
4128,C,Chamaephyte
4129,C,Chamaephyte
4130,P,Hemicryptophyte
4131,P,Therophyte
4132,H,Chamaephyte
4133,P,Therophyte
4133,W,Therophyte
4134,H,Chamaephyte
4135,H,Chamaephyte
4136,H,Chamaephyte
4137,C,Chamaephyte
4138,W,Phanerophyte
4139,W,Hemicryptophyte
4140,W,Phanerophyte
4141,W,Phanerophyte
4142,W,Phanerophyte
4143,W,Phanerophyte
4144,R,Phanerophyte
4145,W,Phanerophyte
4146,P,Phanerophyte
4146,W,Phanerophyte
4147,W,Phanerophyte
4148,W,Phanerophyte
4149,W,Phanerophyte
4150,W,Chamaephyte
4151,A,Therophyte
4151,P,Therophyte
4152,A,Therophyte
4152,R,Therophyte
4153,G,Hemicryptophyte
4153,H,Hemicryptophyte
4154,M,Hemicryptophyte
4155,M,Hemicryptophyte
4156,P,Therophyte
4157,G,Hemicryptophyte
4157,R,Hemicryptophyte
4158,M,Therophyte
4159,G,Therophyte
4159,W,Therophyte
4160,A,Therophyte
4161,P,Therophyte
4161,R,Therophyte
4162,A,Hemicryptophyte
4163,A,Therophyte
4163,P,Therophyte
4164,A,Hemicryptophyte
4165,P,Therophyte
4166,A,Hemicryptophyte
4167,A,Therophyte
4167,P,Therophyte
4168,A,Hemicryptophyte
4169,A,Aquatic
4170,A,Hemicryptophyte
4171,A,Aquatic
4172,R,Hemicryptophyte
4172,W,Hemicryptophyte
4173,R,Hemicryptophyte
4173,W,Hemicryptophyte
4174,R,Therophyte
4175,R,Therophyte
4176,P,Therophyte
4176,R,Therophyte
4177,R,Therophyte
4178,P,Therophyte
4178,R,Therophyte
4179,R,Therophyte
4180,R,Therophyte
4181,A,Hemicryptophyte
4181,H,Hemicryptophyte
4182,G,Hemicryptophyte
4182,H,Hemicryptophyte
4183,H,Hemicryptophyte
4184,W,Hemicryptophyte
4185,W,Hemicryptophyte
4186,A,Hemicryptophyte
4186,H,Hemicryptophyte
4187,H,Hemicryptophyte
4187,W,Hemicryptophyte
4188,W,Hemicryptophyte
4189,H,Hemicryptophyte
4189,W,Hemicryptophyte
4190,G,Hemicryptophyte
4190,H,Hemicryptophyte
4190,W,Hemicryptophyte
4191,G,Hemicryptophyte
4191,H,Hemicryptophyte
4191,W,Hemicryptophyte
4193,W,Hemicryptophyte
4194,H,Hemicryptophyte
4195,H,Hemicryptophyte
4196,H,Hemicryptophyte
4197,A,Hemicryptophyte
4197,H,Hemicryptophyte
4198,A,Hemicryptophyte
4198,H,Hemicryptophyte
4198,W,Hemicryptophyte
4199,H,Hemicryptophyte
4200,R,Phanerophyte
4201,R,Phanerophyte
4202,R,Phanerophyte
4203,M,Phanerophyte
4203,W,Phanerophyte
4204,A,Hemicryptophyte
4205,A,Hemicryptophyte
4206,P,Hemicryptophyte
4207,R,Therophyte
4208,A,Therophyte
4209,A,Hemicryptophyte
4209,W,Hemicryptophyte
4210,A,Hemicryptophyte
4211,H,Chamaephyte
4211,P,Chamaephyte
4212,A,Hemicryptophyte
4213,A,Therophyte
4214,A,Therophyte
4216,A,Therophyte
4217,A,Hemicryptophyte
4218,A,Therophyte
4219,A,Therophyte
4220,A,Hemicryptophyte
4222,H,Therophyte
4223,C,Chamaephyte
4224,M,Therophyte
4225,R,Hemicryptophyte
4226,R,Hemicryptophyte
4227,R,Hemicryptophyte
4228,P,Therophyte
4228,R,Therophyte
4229,M,Therophyte
4229,P,Therophyte
4230,M,Therophyte
4231,M,Therophyte
4232,M,Therophyte
4233,H,Therophyte
4233,P,Therophyte
4234,H,Therophyte
4234,P,Therophyte
4235,P,Therophyte
4236,P,Therophyte
4237,P,Therophyte
4238,P,Therophyte
4239,P,Therophyte
4240,M,Therophyte
4240,P,Therophyte
4240,R,Therophyte
4241,M,Therophyte
4242,G,Hemicryptophyte
4242,H,Hemicryptophyte
4242,R,Hemicryptophyte
4243,H,Hemicryptophyte
4243,R,Hemicryptophyte
4244,G,Hemicryptophyte
4244,H,Hemicryptophyte
4244,R,Hemicryptophyte
4245,M,Phanerophyte
4248,W,Phanerophyte
4249,W,Phanerophyte
4250,W,Phanerophyte
4251,P,Therophyte
4252,R,Hemicryptophyte
4253,M,Phanerophyte
4253,R,Phanerophyte
4254,P,Therophyte
4255,R,Hemicryptophyte
4256,R,Therophyte
4257,R,Therophyte
4259,R,Therophyte
4260,R,Therophyte
4261,R,Therophyte
4262,R,Therophyte
4264,R,Hemicryptophyte
4265,R,Hemicryptophyte
4266,R,Hemicryptophyte
4267,R,Therophyte
4268,R,Phanerophyte
4269,R,Therophyte
4270,R,Hemicryptophyte
4271,P,Hemicryptophyte
4271,R,Hemicryptophyte
4272,G,Hemicryptophyte
4273,R,Hemicryptophyte
4274,H,Hemicryptophyte
4275,H,Hemicryptophyte
4276,H,Hemicryptophyte
4277,H,Hemicryptophyte
4278,R,Hemicryptophyte
4279,A,Aquatic
4280,A,Aquatic
4281,A,Therophyte
4282,R,Therophyte
4283,R,Therophyte
4284,G,Chamaephyte
4284,P,Chamaephyte
4285,P,Chamaephyte
4286,G,Chamaephyte
4287,C,Hemicryptophyte
4287,M,Hemicryptophyte
4288,M,Therophyte
4288,P,Therophyte
4288,R,Therophyte
4289,P,Therophyte
4289,R,Therophyte
4290,M,Therophyte
4291,M,Hemicryptophyte
4292,M,Therophyte
4293,R,Therophyte
4294,C,Phanerophyte
4294,M,Phanerophyte
4294,R,Phanerophyte
4295,C,Phanerophyte
4295,M,Phanerophyte
4295,R,Phanerophyte
4296,C,Phanerophyte
4298,P,Therophyte
4299,W,Therophyte
4300,R,Therophyte
4301,P,Therophyte
4301,R,Therophyte
4302,P,Therophyte
4302,W,Therophyte
4303,P,Therophyte
4304,R,Therophyte
4305,P,Therophyte
4306,P,Therophyte
4307,R,Therophyte
4308,M,Therophyte
4308,P,Therophyte
4309,G,Therophyte
4309,R,Therophyte
4310,M,Chamaephyte
4311,G,Chamaephyte
4311,P,Chamaephyte
4311,R,Chamaephyte
4312,P,Therophyte
4313,G,Therophyte
4313,P,Therophyte
4313,R,Therophyte
4314,A,Therophyte
4314,R,Therophyte
4315,G,Therophyte
4315,P,Therophyte
4315,R,Therophyte
4316,P,Therophyte
4316,R,Therophyte
4317,G,Therophyte
4318,P,Therophyte
4318,R,Therophyte
4319,P,Therophyte
4320,G,Hemicryptophyte
4321,G,Therophyte
4321,P,Therophyte
